original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
1419004000-312050150100000000-00013,d38fe4f2-b98d-5100-ae09-23cb2519b5f4,Assistant Lecturer,RP HUYE COLLEGE,81a1dad5-202f-5060-bf35-06a535fa2045,Huye,0,entry,"Natural Sciences, Mathematics and Statistics",220000,306207,30/10/2026,04/06/2027,active,0,0
5100003001-020000000000000000-00031,42f3faf4-855f-5eca-af53-91ffa045de02,Accountant,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Musanze,0,entry,"Business, Administration and Law",220000,286962,27/06/2026,28/10/2026,active,3289,3289
6400003001-021500000000000000-00080,4e2c9bc8-63a1-537f-8b46-73ad250d698f,Head of Anesthesia Technician A0,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Musanze,0,entry,Health and Welfare (Health and Medical Sciences),220000,268644,09/07/2026,18/12/2026,active,3,3
4800000000-801103010300000000-00093,86d3c7ac-d3fd-5bae-a937-ac8685960e84,Accountant,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,285090,24/10/2026,20/04/2027,active,657,657
4100003001-217300000000000000-00026,8b06715f-6341-5fd0-8251-d1900ad98737,Internal Auditor,BUGESERA DISTRICT,c8a4c97f-7988-5f08-822d-7183bfec5e8e,Bugesera,0,entry,"Business, Administration and Law",220000,279362,02/07/2026,31/12/2026,active,2239,2239
6400003001-020000100100000000-00170,060aa7ae-b52b-56a2-aae0-f8a5c86d0140,Supervisor of community health workers,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Burera,0,entry,"Natural Sciences, Mathematics and Statistics",220000,253927,13/08/2026,19/11/2026,active,195,195
1420000000-090400000000000000-00024,ac743d33-8caf-5974-8851-9b160b65ab9c,TVET Schools Infrastructure & Connectivity Engineer,RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Nyamasheke,2,mid,"Business, Administration and Law",450000,531296,21/10/2026,03/02/2027,active,339,339
4800000000-801103250000000000-00088,cec7c166-e3a8-5f4a-a65a-7f7b47a59d38,Secretary and Customer Care,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,280959,16/06/2026,10/01/2027,active,286,286
1903000000-150103030000000000-00199,417c3bd6-dcfb-579c-8992-e3be32fcc794,Database Administration Specialist,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Rubavu,3,mid,"Business, Administration and Law",475000,629779,15/10/2026,28/05/2027,active,1775,1775
5900003001-020000000700000000-00016,485cd84e-08e9-53b8-a5dc-859d2ec479f5,Cashier A2,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,"Business, Administration and Law",220000,258509,08/08/2026,17/02/2027,active,467,467
6200000000-801101250000000000-00084,a3ba3df4-92e8-535c-a5d4-a612dd952bd3,Archivist,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,"Business, Administration and Law",220000,307861,01/06/2026,18/11/2026,active,70,70
1605000000-901200000000000000-00169,38c57239-aeac-57c2-babd-6c8e99e98c73,Health Promotion Specialist,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Nyamasheke,3,mid,"Business, Administration and Law",475000,659709,21/10/2026,03/04/2027,active,258,258
6100003001-227408020000000000-00004,9943a995-fe36-5261-8c7d-61fdedc38029,Documentationt & Archivist,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,0,entry,"Business, Administration and Law",220000,260676,07/08/2026,17/12/2026,active,80,80
1419010000-301209010000000000-00086,a905e1c3-60c6-5c8d-b4e1-b46604e6ffc8,Workshop Assistant in Forest Engeneering and Wood Technology,RP KITABI COLLEGE,40e23b58-8058-58f4-b61c-dfdb9c96bed7,Rwamagana,2,mid,"Engineering, Manufacturing and Construction",450000,567965,25/10/2026,03/06/2027,active,57,57
5100000000-801115010000000000-00324,60066a0b-3f87-54e5-8971-3ab9ad6eebdd,Socio-Economic Development Officer,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Muhanga,0,entry,Education,220000,262491,08/10/2026,11/04/2027,active,4950,4950
0900000000-101100000000000000-00014,4b39d0c5-879e-51f8-9209-0b687fc0d007,District Agriculture Inspector,Ministry of Agriculture and Animal Resources,295f89bb-3f1d-59fc-8ae0-fff16654af42,Kayonza,0,entry,"Business, Administration and Law",220000,292941,17/09/2026,08/05/2027,active,2086,2086
1413000000-090103000000000000-00022,9c6a5627-22f3-5dc4-a490-5dd84828097d,Financial Management Specialist,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Rubavu,3,mid,"Business, Administration and Law",475000,615247,25/08/2026,27/02/2027,active,365,365
6400000000-308811010101000000-00010,74c71937-fea1-56be-8b93-537636ff8e64,"Director of Planning, Monitoring and Evaluation",RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Musanze,3,mid,"Business, Administration and Law",475000,636505,07/09/2026,11/01/2027,active,561,561
1605000746-090000000000000000-00007,67bbd7c6-9fe1-56be-978d-9959d9cf63a5,PHEM Program manager - East,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Nyarugenge,1,entry,Health and Welfare (Health and Medical Sciences),425000,511535,06/06/2026,20/09/2026,active,43,43
1001000000-140203020000000000-00120,bf83745d-b856-5f59-974a-8e4da92e46ac,Organic Chemistry Specialist,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Rubavu,3,mid,"Natural Sciences, Mathematics and Statistics",475000,605101,06/06/2026,16/10/2026,active,3,3
5800000000-801101030102000000-00082,95462baa-7b85-58f5-af5c-bf0d4da5b326,Secretary to Finance Unit,NGORORERO DISTRICT,03e7a4e2-5073-53f7-bef5-778974608c8a,Bugesera,0,entry,"Business, Administration and Law",220000,300646,11/06/2026,26/01/2027,active,514,514
1802000000-901601010000000000-00145,ad1c4537-8bf0-55bb-b258-9aed61e1bdb5,Inland Water Transport Development Specialist,RWANDA TRANSPORT DEVELOPMENT AGENCY,acb46cb6-5ce1-5add-a2e8-684046beb7a0,Gakenke,3,mid,"Services, Tourism and Hospitality",475000,613607,19/10/2026,09/05/2027,active,305,305
6600003001-020000001200000000-00009,52c573f2-3beb-504d-a819-7f21fd87c7bd,Data Manager A1/A0,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Kicukiro,0,entry,"Business, Administration and Law",220000,282579,21/06/2026,05/01/2027,active,2,2
2902000000-140105000000000000-00007,7cd5c2d2-f11e-57d2-8ef9-5fa8d5d4e2cb,Procurement Specialist,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Musanze,3,mid,"Business, Administration and Law",475000,655560,27/10/2026,30/03/2027,active,882,882
7400000000-901200000000000000-00006,5835cf5b-4b4a-5db5-9b6d-f9b19aa989ce,"Planning, Monitoring & Statistics Officer",SPECIAL GUARANTEE FUND,b2daaded-ded5-5e75-9704-a538ea0f341d,Rusizi,0,entry,"Business, Administration and Law",220000,267194,08/06/2026,23/12/2026,active,767,767
7000001000-201001000000000000-00050,8eb09303-2401-5768-90bc-dfb8747fafa7,Public Relations and Communication Officer,NYARUGENGE DISTRICT,a2b8ef6e-e02d-5006-a38e-552ee5469538,Nyarugenge,0,entry,Information and Communication Technologies (ICTs),220000,279067,18/09/2026,18/04/2027,active,1,1
2206000000-903010101010100100-00048,772cb063-529a-5a98-b911-da6eac6c1e6a,Head of Central Secretariat,NATIONAL LAND AUTHORITY,d5d4f331-8023-54d0-9e47-45ac59d2786d,Rusizi,0,entry,"Business, Administration and Law",220000,262508,05/10/2026,26/05/2027,active,506,506
6200000000-801101160000000000-00322,38beb0af-e462-5403-8a9a-1792ab7c039e,Secretary and Customer  care Officer,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,"Business, Administration and Law",220000,255645,29/10/2026,05/05/2027,active,551,551
1602000000-201400000000000000-01359,cfcc8349-a890-5ab3-a07b-4188fb2211b7,Data Manager,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Nyamagabe,0,entry,"Natural Sciences, Mathematics and Statistics",220000,300842,13/08/2026,10/03/2027,active,655,655
1602000000-201303000000000000-00065,a77caf47-b98c-58e3-aaee-fc85caaf91b3,Senior Recovery Officer,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Musanze,0,entry,"Business, Administration and Law",220000,300718,13/07/2026,13/02/2027,active,13,13
1421000000-090205000000000000-00035,838475ca-f271-5e8d-8d4e-3234813e7dea,Production and Manufacturing Trades Officer,NATIONAL EXAMINATION AND SCHOOL INSPECTION AUTHORITY,ca479cac-13b3-5d61-a3bc-a9f9bf3f2e39,Rwamagana,0,entry,"Engineering, Manufacturing and Construction",220000,299627,08/07/2026,13/12/2026,active,45,45
1804000000-090102000000000000-00043,22909852-84a7-56cb-b9da-f731f35c0cf6,Building Inspection and Audit  Engineer,RWANDA HOUSING AUTHORITY,56d2f24d-b50d-5a99-94e4-02af46b5acaf,Rwamagana,0,entry,"Natural Sciences, Mathematics and Statistics",220000,277768,17/06/2026,14/01/2027,active,1773,1773
5200000000-801104150400000000-00323,16029d32-e4fb-5a81-ad50-3fc85221dfbc,Executive Secretary of cell,NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Ngoma,3,mid,"Natural Sciences, Mathematics and Statistics",475000,645704,20/08/2026,21/03/2027,active,1899,1899
4100003001-201300000000000000-00011,21feb55c-2795-52c3-8769-fe70b16263a7,Accountant A1,BUGESERA DISTRICT,c8a4c97f-7988-5f08-822d-7183bfec5e8e,Bugesera,0,entry,"Business, Administration and Law",220000,296579,12/10/2026,11/03/2027,active,794,794
4500003001-020000000300000000-00213,9bd4f819-0e5b-5a14-98bc-803ffd0f3348,Social Worker A2,NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,0,entry,Health and Welfare (Health and Medical Sciences),220000,276868,17/06/2026,26/01/2027,active,410,410
2201001001-901202000000000000-00002,58ddf2d3-188f-51be-976e-8d06b4ce9313,District Environmental Officer  under Rural Settlements Climate Proofing Project,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Kayonza,5,senior,"Business, Administration and Law",525000,706934,22/06/2026,17/02/2027,active,848,848
5500000000-801103010100000000-00103,b870cd2e-8ff9-5654-940f-eaef91314196,Driver,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Nyagatare,0,entry,"Services, Tourism and Hospitality",220000,276214,12/06/2026,30/12/2026,active,933,933
1605000000-901102010100000000-00253,090f8e3f-37ef-5ce7-b664-636150eb9d46,Lab Bio Technologists,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,294811,12/10/2026,13/01/2027,active,671,671
4900003001-214010000000000000-00006,db60fdb9-97ce-5866-85e7-585779a2655a,Data Manager A1/A0,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,276581,02/09/2026,08/12/2026,active,0,0
1004000000-901102000000000000-00029,349313c3-04b1-537c-ab99-2b2bb9b77682,Knowledge Management Specialist,NATIONAL INDUSTRIAL RESEARCH AND DEVELOPMENT AGENCY,4549036b-cd0a-5766-8640-ba845c6ab954,Muhanga,3,mid,"Business, Administration and Law",475000,606871,06/07/2026,22/10/2026,active,110,110
4600000000-801101050000000000-00111,a86d3b7d-258b-54fa-92e0-34bf20a76a11,IDP Model Village Coordinator,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,0,entry,"Engineering, Manufacturing and Construction",220000,304866,16/07/2026,24/11/2026,active,326,326
2701000000-901101000000000000-00033,7e4bb87f-df33-5190-8743-87dc47c76b7a,Preservation and Conservation Archivist,RWANDA CULTURAL HERITAGE ACADEMY,38eee470-33b6-5762-b22e-90e46dbfbd16,Gasabo,0,entry,"Business, Administration and Law",220000,256485,01/06/2026,24/01/2027,active,48,48
6300003001-201015010000000000-00020,f16a6b40-9dc7-55f3-b668-6f2c5549a9c6,Driver under contract,MUSANZE DISTRICT,429cf6c7-e319-5db8-b32d-d396baa1f819,Musanze,0,entry,"Services, Tourism and Hospitality",220000,266220,12/07/2026,16/12/2026,active,2567,2567
0901000000-140601040000000000-00156,aa244ae2-d55c-5a01-9947-7baf0e7f30a8,Small Ruminant Nutrition and Production System Associate Research Fellow,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Nyagatare,3,mid,"Natural Sciences, Mathematics and Statistics",475000,650763,20/08/2026,04/01/2027,active,11,11
1005000000-901201010300000000-00028,fad7c1d0-ff7f-59fd-9f46-2b9e1fb528d9,Weights & Measures Senior Inspector,"RWANDA INSPECTORATE , COMPETITION  AND CONSUMER PROTECTION  AUTHORITY",4f3db897-894d-5b06-bbb4-bf47a088b696,Ngoma,0,entry,"Natural Sciences, Mathematics and Statistics",220000,275726,29/07/2026,02/12/2026,active,609,609
2600000000-101000000000000000-00026,8151ba9b-5db4-5e08-a887-df643db8a93d,Administrative Assistant to Minister,Ministry of Gender and Family Promotion,178f4856-6220-5693-9c65-dbd3b979fd97,Rwamagana,0,entry,"Business, Administration and Law",220000,290653,30/08/2026,20/04/2027,active,52,52
0200000000-501100000000000000-00054,c58131d1-678b-5778-a92d-e8f0c8d79525,Administrative Assistant,Senate of Rwanda,ab585bdc-b95f-5cbf-acca-7007f8924555,Bugesera,0,entry,"Business, Administration and Law",220000,283093,04/08/2026,17/01/2027,active,1560,1560
1412001000-301205060000000000-00182,8d8f7525-97e1-56a9-a172-fe1159870447,Assistant Lecturer in English language,RP KIGALI COLLEGE,98dd66ee-6500-5d25-ae65-e5c8c8b7e2ca,Ngoma,3,mid,Arts and Humanities,475000,644177,11/07/2026,30/11/2026,active,12,12
1804000000-090101030000000000-00044,0dd89fc5-e3e2-55d8-8a9b-22aa108861df,Affordable Housing Electrical Engineer,RWANDA HOUSING AUTHORITY,56d2f24d-b50d-5a99-94e4-02af46b5acaf,Gakenke,0,entry,"Engineering, Manufacturing and Construction",220000,290508,07/07/2026,28/12/2026,active,342,342
4600000000-801101050000000000-00036,8da073a8-3825-5dc3-8b8c-861a34ee5647,Electricity Maintenance Engineer,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,2,mid,"Natural Sciences, Mathematics and Statistics",450000,541642,21/06/2026,09/12/2026,active,403,403
5100000000-801117070000000000-00324,39255cc5-0ab5-5d27-8c76-c105781e6add,Socio-Economic Development Officer,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Kicukiro,0,entry,Education,220000,268831,30/07/2026,13/11/2026,active,1973,1973
5600000000-802300000000000000-00059,3cadae17-25b0-5ba6-a26b-664564f6a309,Disaster Management Officer,RUBAVU DISTRICT,2e4a68ad-17b3-52cb-8477-bdcc3192a60e,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,272035,26/08/2026,07/01/2027,active,744,744
4800003001-223010000000000000-00204,09a7a292-195b-5353-a4d9-2e4478b22564,Data Manager A1/A0,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Natural Sciences, Mathematics and Statistics",220000,302249,07/08/2026,16/11/2026,active,3,3
4000003001-201025000000000000-00011,057d7f96-09f5-53ee-935f-20b92255e29f,Revenue Officer,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,267030,05/10/2026,26/02/2027,active,61,61
7000000000-801201010102000000-00381,b5996a0d-8a35-575b-9c1f-b3248ffcf11b,Public Health Data Management Officer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Bugesera,0,entry,"Business, Administration and Law",220000,266930,02/06/2026,16/01/2027,active,18,18
1302000000-901203000000000000-00016,c83feb3b-b536-5cf0-84c2-2ffa0833e52c,System Administrator,INSTITUTE OF LEGAL PRACTICE AND DEVELOPMENT,0639878e-0707-52a3-a2f9-7e66fd0561b0,Huye,1,entry,"Business, Administration and Law",425000,590032,19/08/2026,29/12/2026,active,122,122
4600000000-801101200000000000-00018,680ec419-6027-5be0-952a-a32827bea8f4,Executive Secretary,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,3,mid,"Natural Sciences, Mathematics and Statistics",475000,597484,19/10/2026,18/01/2027,active,989,989
4000000000-801102180000000000-00068,b11a51a6-b0d2-5134-90b4-2056419f361f,Accountant,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,290990,27/09/2026,25/04/2027,active,904,904
4500000000-801101220000000000-00308,7fa539a9-771d-5a58-b4dc-f366633610ef,Executive Secretary,NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,3,mid,"Natural Sciences, Mathematics and Statistics",475000,567343,01/10/2026,09/02/2027,active,555,555
6000003001-202500000000000000-00010,c2ba1f72-6a22-50e7-821d-eaad798923d0,Documentation & Archives officer,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,"Business, Administration and Law",220000,293464,21/07/2026,21/10/2026,active,38,38
5400003001-211400000000000000-00013,98de0224-b50f-5694-a52e-1538197c5ef8,Logistics Officer,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,"Business, Administration and Law",220000,274773,25/08/2026,05/12/2026,active,1359,1359
2900001001-102001000000000000-00038,3aa0a3b5-8a82-5cfe-b6e7-8a9ac72c99b1,Video and Graphic Design Specialist,Ministry of Environment,1b4a5931-44f1-5314-9790-f731e41f7c26,Gakenke,3,mid,Information and Communication Technologies (ICTs),475000,551104,19/06/2026,15/01/2027,active,22,22
6500003001-227101000000000000-00063,eae66357-791e-5346-b0b5-8a9afd633df8,Social Workers A2/A1,GAKENKE DISTRICT,1f377f27-ab0e-5f6d-81f2-96b0efeb9b09,Gakenke,0,entry,Health and Welfare (Health and Medical Sciences),220000,274074,15/09/2026,24/03/2027,active,16,16
1413000000-901050000000000000-00154,1ed45878-51ff-5e6c-b4e6-8b9324f9525d,English and Kinyarwanda teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Gicumbi,0,entry,Education,220000,274193,13/07/2026,04/02/2027,active,5340,5340
1417000000-301101090800000000-01105,f814f315-7f25-5bb5-bfab-37244aa79be9,Administrative Assistant  School of Inclusive and Sppecial Needs Education- Rukara Campus,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Burera,0,entry,"Business, Administration and Law",220000,302909,13/09/2026,18/01/2027,active,424,424
6800003001-201011030000000000-00127,60be887c-a771-5b65-b639-b93b4e12d694,Cashier A2,KICUKIRO DISTRICT,273de5c9-4e8a-5e71-8e48-6602bba8916c,Kicukiro,0,entry,"Business, Administration and Law",220000,306907,06/10/2026,17/04/2027,active,3,3
5000000000-801101011700000000-00070,00783d8f-61a7-53d9-9b32-4fff751874e3,Animal Resources Officer,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,0,entry,"Natural Sciences, Mathematics and Statistics",220000,276699,07/09/2026,13/04/2027,active,506,506
5700000000-080101010200000000-00041,e0225767-d94d-5ca3-b361-8fee0717de87,Construction Permitting Officer,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,0,entry,"Engineering, Manufacturing and Construction",220000,260518,04/06/2026,27/12/2026,active,652,652
5000003001-211801000000000000-00020,ed5c4455-66d3-5b77-b528-5241f6cac53c,Logistics Officer,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,0,entry,"Business, Administration and Law",220000,302701,26/09/2026,20/02/2027,active,43,43
6200003001-205010000000000000-00026,287c9970-feec-5f40-b741-3d9b52c35830,Documentation and Archives Officer,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,"Business, Administration and Law",220000,288776,26/09/2026,01/03/2027,active,2,2
1417000000-301101080801000000-00804,d868d269-ab71-570a-865a-a88608ee3703,Lab Technician in the School of Agricultural Mechanization- CAFF,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Rusizi,2,mid,"Engineering, Manufacturing and Construction",450000,622398,12/06/2026,10/12/2026,active,47,47
5600000000-801306000000000000-00072,3ca201d1-3c58-5b48-8ca5-0c9dc42356a6,"Land, Infrastructures, Habitat and Community settlement Officer",RUBAVU DISTRICT,2e4a68ad-17b3-52cb-8477-bdcc3192a60e,Rubavu,0,entry,"Business, Administration and Law",220000,295308,29/07/2026,22/03/2027,active,160,160
4400000000-803500000000000000-00319,64a80101-c576-51aa-bc8a-a0b4ca8afadb,Health And Sanitation Officer,KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,273544,03/10/2026,05/03/2027,active,95,95
1001000000-140100000000000000-00001,bb4c7d81-229a-53f5-b7e4-2ad41f0b754f,Driver,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Rutsiro,0,entry,"Services, Tourism and Hospitality",220000,302906,29/08/2026,05/12/2026,active,1422,1422
4800003001-205010000000000000-00206,7324fbe5-d7d0-548c-b4b5-7cd2757f5f80,Nurse A2,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,Health and Welfare (Health and Medical Sciences),220000,306001,22/10/2026,07/03/2027,active,0,0
